Date,Close
9/29/2023,171.21
9/28/2023,170.69
9/27/2023,170.43
9/26/2023,171.96
9/25/2023,176.08
9/24/2023,
9/23/2023,
9/22/2023,174.79
9/21/2023,173.93
9/20/2023,175.49
9/19/2023,179.07
9/18/2023,177.97
9/17/2023,
9/16/2023,
9/15/2023,175.01
9/14/2023,175.74
9/13/2023,174.21
9/12/2023,176.3
9/11/2023,179.36
9/10/2023,
9/9/2023,
9/8/2023,178.18
9/7/2023,177.56
9/6/2023,182.91
9/5/2023,189.7
9/4/2023,
9/3/2023,
9/2/2023,
9/1/2023,189.46
8/31/2023,187.87
8/30/2023,187.65
8/29/2023,184.12
8/28/2023,180.19
8/27/2023,
8/26/2023,
8/25/2023,178.61
8/24/2023,176.38
8/23/2023,181.12
8/22/2023,177.23
8/21/2023,175.84
8/20/2023,
8/19/2023,
8/18/2023,174.49
8/17/2023,174
8/16/2023,176.57
8/15/2023,177.45
8/14/2023,179.46
8/13/2023,
8/12/2023,
8/11/2023,177.79
8/10/2023,177.97
8/9/2023,178.19
8/8/2023,179.8
8/7/2023,178.85
8/6/2023,
8/5/2023,
8/4/2023,181.99
8/3/2023,191.17
8/2/2023,192.58
8/1/2023,195.605
7/31/2023,196.45
7/30/2023,
7/29/2023,
7/28/2023,195.83
7/27/2023,193.22
7/26/2023,194.5
7/25/2023,193.62
7/24/2023,192.75
7/23/2023,
7/22/2023,
7/21/2023,191.94
7/20/2023,193.13
7/19/2023,195.1
7/18/2023,193.73
7/17/2023,193.99
7/16/2023,
7/15/2023,
7/14/2023,190.69
7/13/2023,190.54
7/12/2023,189.77
7/11/2023,188.08
7/10/2023,188.61
7/9/2023,
7/8/2023,
7/7/2023,190.68
7/6/2023,191.81
7/5/2023,191.33
7/4/2023,
7/3/2023,192.46
7/2/2023,
7/1/2023,
6/30/2023,193.97
6/29/2023,189.59
6/28/2023,189.25
6/27/2023,188.06
6/26/2023,185.27
6/25/2023,
6/24/2023,
6/23/2023,186.68
6/22/2023,187
6/21/2023,183.96
6/20/2023,185.01
6/19/2023,
6/18/2023,
6/17/2023,
6/16/2023,184.92
6/15/2023,186.01
6/14/2023,183.95
6/13/2023,183.31
6/12/2023,183.79
6/11/2023,
6/10/2023,
6/9/2023,180.96
6/8/2023,180.57
6/7/2023,177.82
6/6/2023,179.21
6/5/2023,179.58
6/4/2023,
6/3/2023,
6/2/2023,180.95
6/1/2023,180.09
5/31/2023,177.25
5/30/2023,177.3
5/29/2023,
5/28/2023,
5/27/2023,
5/26/2023,175.43
5/25/2023,172.99
5/24/2023,171.84
5/23/2023,171.56
5/22/2023,174.2
5/21/2023,
5/20/2023,
5/19/2023,175.16
5/18/2023,175.05
5/17/2023,172.69
5/16/2023,172.07
5/15/2023,172.07
5/14/2023,
5/13/2023,
5/12/2023,172.57
5/11/2023,173.75
5/10/2023,173.555
5/9/2023,171.77
5/8/2023,173.5
5/7/2023,
5/6/2023,
5/5/2023,173.57
5/4/2023,165.79
5/3/2023,167.45
5/2/2023,168.54
5/1/2023,169.59
4/30/2023,
4/29/2023,
4/28/2023,169.68
4/27/2023,168.41
4/26/2023,163.76
4/25/2023,163.77
4/24/2023,165.33
4/23/2023,
4/22/2023,
4/21/2023,165.02
4/20/2023,166.65
4/19/2023,167.63
4/18/2023,166.47
4/17/2023,165.23
4/16/2023,
4/15/2023,
4/14/2023,165.21
4/13/2023,165.56
4/12/2023,160.1
4/11/2023,160.8
4/10/2023,162.03
4/9/2023,
4/8/2023,
4/7/2023,
4/6/2023,164.66
4/5/2023,163.76
4/4/2023,165.63
4/3/2023,166.17
4/2/2023,
4/1/2023,
3/31/2023,164.9
3/30/2023,162.36
3/29/2023,160.77
3/28/2023,157.65
3/27/2023,158.28
3/26/2023,
3/25/2023,
3/24/2023,160.25
3/23/2023,158.93
3/22/2023,157.83
3/21/2023,159.28
3/20/2023,157.4
3/19/2023,
3/18/2023,
3/17/2023,155
3/16/2023,155.85
3/15/2023,152.99
3/14/2023,152.59
3/13/2023,150.47
3/12/2023,
3/11/2023,
3/10/2023,148.5
3/9/2023,150.59
3/8/2023,152.87
3/7/2023,151.6
3/6/2023,153.83
3/5/2023,
3/4/2023,
3/3/2023,151.03
3/2/2023,145.91
3/1/2023,145.31
2/28/2023,147.41
2/27/2023,147.92
2/26/2023,
2/25/2023,
2/24/2023,146.71
2/23/2023,149.4
2/22/2023,148.91
2/21/2023,148.48
2/20/2023,
2/19/2023,
2/18/2023,
2/17/2023,152.55
2/16/2023,153.71
2/15/2023,155.33
2/14/2023,153.2
2/13/2023,153.85
2/12/2023,
2/11/2023,
2/10/2023,151.01
2/9/2023,150.87
2/8/2023,151.92
2/7/2023,154.65
2/6/2023,151.73
2/5/2023,
2/4/2023,
2/3/2023,154.5
2/2/2023,150.82
2/1/2023,145.43
1/31/2023,144.29
1/30/2023,143
1/29/2023,
1/28/2023,
1/27/2023,145.93
1/26/2023,143.96
1/25/2023,141.86
1/24/2023,142.53
1/23/2023,141.11
1/22/2023,
1/21/2023,
1/20/2023,137.87
1/19/2023,135.27
1/18/2023,135.21
1/17/2023,135.94
1/16/2023,
1/15/2023,
1/14/2023,
1/13/2023,134.76
1/12/2023,133.41
1/11/2023,133.49
1/10/2023,130.73
1/9/2023,130.15
1/8/2023,
1/7/2023,
1/6/2023,129.62
1/5/2023,125.02
1/4/2023,126.36
1/3/2023,125.07
1/2/2023,
1/1/2023,
12/31/2022,
12/30/2022,129.93
12/29/2022,129.61
12/28/2022,126.04
12/27/2022,130.03
12/26/2022,
12/25/2022,
12/24/2022,
12/23/2022,131.86
12/22/2022,132.23
12/21/2022,135.45
12/20/2022,132.3
12/19/2022,132.37
12/18/2022,
12/17/2022,
12/16/2022,134.51
12/15/2022,136.5
12/14/2022,143.21
12/13/2022,145.47
12/12/2022,144.49
12/11/2022,
12/10/2022,
12/9/2022,142.16
12/8/2022,142.65
12/7/2022,140.94
12/6/2022,142.91
12/5/2022,146.63
12/4/2022,
12/3/2022,
12/2/2022,147.81
12/1/2022,148.31
11/30/2022,148.03
11/29/2022,141.17
11/28/2022,144.22
11/27/2022,
11/26/2022,
11/25/2022,148.11
11/24/2022,
11/23/2022,151.07
11/22/2022,150.18
11/21/2022,148.01
11/20/2022,
11/19/2022,
11/18/2022,151.29
11/17/2022,150.72
11/16/2022,148.79
11/15/2022,150.04
11/14/2022,148.28
11/13/2022,
11/12/2022,
11/11/2022,149.7
11/10/2022,146.87
11/9/2022,134.87
11/8/2022,139.5
11/7/2022,138.92
11/6/2022,
11/5/2022,
11/4/2022,138.38
11/3/2022,138.88
11/2/2022,145.03
11/1/2022,150.65
10/31/2022,153.34
10/30/2022,
10/29/2022,
10/28/2022,155.74
10/27/2022,144.8
10/26/2022,149.35
10/25/2022,152.34
10/24/2022,149.45
10/23/2022,
10/22/2022,
10/21/2022,147.27
10/20/2022,143.39
10/19/2022,143.86
10/18/2022,143.75
10/17/2022,142.41
10/16/2022,
10/15/2022,
10/14/2022,138.38
10/13/2022,142.99
10/12/2022,138.34
10/11/2022,138.98
10/10/2022,140.42
10/9/2022,
10/8/2022,
10/7/2022,140.09
10/6/2022,145.43
10/5/2022,146.4
10/4/2022,146.1
10/3/2022,142.45
10/2/2022,
10/1/2022,
9/30/2022,138.2
9/29/2022,142.48
9/28/2022,149.84
9/27/2022,151.76
9/26/2022,150.77
9/25/2022,
9/24/2022,
9/23/2022,150.43
9/22/2022,152.74
9/21/2022,153.72
9/20/2022,156.9
9/19/2022,154.48
9/18/2022,
9/17/2022,
9/16/2022,150.7
9/15/2022,152.37
9/14/2022,155.31
9/13/2022,153.84
9/12/2022,163.43
9/11/2022,
9/10/2022,
9/9/2022,157.37
9/8/2022,154.46
9/7/2022,155.96
9/6/2022,154.53
9/5/2022,
9/4/2022,
9/3/2022,
9/2/2022,155.81
9/1/2022,157.96
8/31/2022,157.22
8/30/2022,158.91
8/29/2022,161.38
8/28/2022,
8/27/2022,
8/26/2022,163.62
8/25/2022,170.03
8/24/2022,167.53
8/23/2022,167.23
8/22/2022,167.57
8/21/2022,
8/20/2022,
8/19/2022,171.52
8/18/2022,174.15
8/17/2022,174.55
8/16/2022,173.03
8/15/2022,173.19
8/14/2022,
8/13/2022,
8/12/2022,172.1
8/11/2022,168.49
8/10/2022,169.24
8/9/2022,164.92
8/8/2022,164.87
8/7/2022,
8/6/2022,
8/5/2022,165.35
8/4/2022,165.81
8/3/2022,166.13
8/2/2022,160.01
8/1/2022,161.51
7/31/2022,
7/30/2022,
7/29/2022,162.51
7/28/2022,157.35
7/27/2022,156.79
7/26/2022,151.6
7/25/2022,152.95
7/24/2022,
7/23/2022,
7/22/2022,154.09
7/21/2022,155.35
7/20/2022,153.04
7/19/2022,151
7/18/2022,147.07
7/17/2022,
7/16/2022,
7/15/2022,150.17
7/14/2022,148.47
7/13/2022,145.49
7/12/2022,145.86
7/11/2022,144.87
7/10/2022,
7/9/2022,
7/8/2022,147.04
7/7/2022,146.35
7/6/2022,142.92
7/5/2022,141.56
7/4/2022,
7/3/2022,
7/2/2022,
7/1/2022,138.93
6/30/2022,136.72
6/29/2022,139.23
6/28/2022,137.44
6/27/2022,141.66
6/26/2022,
6/25/2022,
6/24/2022,141.66
6/23/2022,138.27
6/22/2022,135.35
6/21/2022,135.87
6/20/2022,
6/19/2022,
6/18/2022,
6/17/2022,131.56
6/16/2022,130.06
6/15/2022,135.43
6/14/2022,132.76
6/13/2022,131.88
6/12/2022,
6/11/2022,
6/10/2022,137.13
6/9/2022,142.64
6/8/2022,147.96
6/7/2022,148.71
6/6/2022,146.14
6/5/2022,
6/4/2022,
6/3/2022,145.38
6/2/2022,151.21
6/1/2022,148.71
5/31/2022,148.84
5/30/2022,
5/29/2022,
5/28/2022,
5/27/2022,149.64
5/26/2022,143.78
5/25/2022,140.52
5/24/2022,140.36
5/23/2022,143.11
5/22/2022,
5/21/2022,
5/20/2022,137.59
5/19/2022,137.35
5/18/2022,140.82
5/17/2022,149.24
5/16/2022,145.54
5/15/2022,
5/14/2022,
5/13/2022,147.11
5/12/2022,142.56
5/11/2022,146.5
5/10/2022,154.51
5/9/2022,152.06
5/8/2022,
5/7/2022,
5/6/2022,157.28
5/5/2022,156.77
5/4/2022,166.02
5/3/2022,159.48
5/2/2022,157.96
5/1/2022,
4/30/2022,
4/29/2022,157.65
4/28/2022,163.64
4/27/2022,156.57
4/26/2022,156.8
4/25/2022,162.88
4/24/2022,
4/23/2022,
4/22/2022,161.79
4/21/2022,166.42
4/20/2022,167.23
4/19/2022,167.4
4/18/2022,165.07
4/17/2022,
4/16/2022,
4/15/2022,
4/14/2022,165.29
4/13/2022,170.4
4/12/2022,167.66
4/11/2022,165.75
4/10/2022,
4/9/2022,
4/8/2022,170.09
4/7/2022,172.14
4/6/2022,171.83
4/5/2022,175.06
4/4/2022,178.44
4/3/2022,
4/2/2022,
4/1/2022,174.31
3/31/2022,174.61
3/30/2022,177.77
3/29/2022,178.96
3/28/2022,175.6
3/27/2022,
3/26/2022,
3/25/2022,174.72
3/24/2022,174.07
3/23/2022,170.21
3/22/2022,168.82
3/21/2022,165.38
3/20/2022,
3/19/2022,
3/18/2022,163.98
3/17/2022,160.62
3/16/2022,159.59
3/15/2022,155.09
3/14/2022,150.62
3/13/2022,
3/12/2022,
3/11/2022,154.73
3/10/2022,158.52
3/9/2022,162.95
3/8/2022,157.44
3/7/2022,159.3
3/6/2022,
3/5/2022,
3/4/2022,163.17
3/3/2022,166.23
3/2/2022,166.56
3/1/2022,163.2
2/28/2022,165.12
2/27/2022,
2/26/2022,
2/25/2022,164.85
2/24/2022,162.74
2/23/2022,160.07
2/22/2022,164.32
2/21/2022,
2/20/2022,
2/19/2022,
2/18/2022,167.3
2/17/2022,168.88
2/16/2022,172.55
2/15/2022,172.79
2/14/2022,168.88
2/13/2022,
2/12/2022,
2/11/2022,168.64
2/10/2022,172.12
2/9/2022,176.28
2/8/2022,174.83
2/7/2022,171.66
2/6/2022,
2/5/2022,
2/4/2022,172.39
2/3/2022,172.9
2/2/2022,175.84
2/1/2022,174.61
1/31/2022,174.78
1/30/2022,
1/29/2022,
1/28/2022,170.33
1/27/2022,159.22
1/26/2022,159.69
1/25/2022,159.78
1/24/2022,161.62
1/23/2022,
1/22/2022,
1/21/2022,162.41
1/20/2022,164.51
1/19/2022,166.23
1/18/2022,169.8
1/17/2022,
1/16/2022,
1/15/2022,
1/14/2022,173.07
1/13/2022,172.19
1/12/2022,175.53
1/11/2022,175.08
1/10/2022,172.19
1/9/2022,
1/8/2022,
1/7/2022,172.17
1/6/2022,172
1/5/2022,174.92
1/4/2022,179.7
1/3/2022,182.01
1/2/2022,
1/1/2022,
12/31/2021,177.57
12/30/2021,178.2
12/29/2021,179.38
12/28/2021,179.29
12/27/2021,180.33
12/26/2021,
12/25/2021,
12/24/2021,
12/23/2021,176.28
12/22/2021,175.64
12/21/2021,172.99
12/20/2021,169.75
12/19/2021,
12/18/2021,
12/17/2021,171.14
12/16/2021,172.26
12/15/2021,179.3
12/14/2021,174.33
12/13/2021,175.74
12/12/2021,
12/11/2021,
12/10/2021,179.45
12/9/2021,174.56
12/8/2021,175.08
12/7/2021,171.18
12/6/2021,165.32
12/5/2021,
12/4/2021,
12/3/2021,161.84
12/2/2021,163.76
12/1/2021,164.77
11/30/2021,165.3
11/29/2021,160.24
11/28/2021,
11/27/2021,
11/26/2021,156.81
11/25/2021,
11/24/2021,161.94
11/23/2021,161.41
11/22/2021,161.02
11/21/2021,
11/20/2021,
11/19/2021,160.55
11/18/2021,157.87
11/17/2021,153.49
11/16/2021,151
11/15/2021,150
11/14/2021,
11/13/2021,
11/12/2021,149.99
11/11/2021,147.87
11/10/2021,147.92
11/9/2021,150.81
11/8/2021,150.44
11/7/2021,
11/6/2021,
11/5/2021,151.28
11/4/2021,150.96
11/3/2021,151.49
11/2/2021,150.02
11/1/2021,148.96
10/31/2021,
10/30/2021,
10/29/2021,149.8
10/28/2021,152.57
10/27/2021,148.85
10/26/2021,149.32
10/25/2021,148.64
10/24/2021,
10/23/2021,
10/22/2021,148.69
10/21/2021,149.48
10/20/2021,149.26
10/19/2021,148.76
10/18/2021,146.55
10/17/2021,
10/16/2021,
10/15/2021,144.84
10/14/2021,143.76
10/13/2021,140.91
10/12/2021,141.51
10/11/2021,142.81
10/10/2021,
10/9/2021,
10/8/2021,142.9
10/7/2021,143.29
10/6/2021,142
10/5/2021,141.11
10/4/2021,139.14
10/3/2021,
10/2/2021,
10/1/2021,142.65
9/30/2021,141.5
9/29/2021,142.83
9/28/2021,141.91
9/27/2021,145.37
9/26/2021,
9/25/2021,
9/24/2021,146.92
9/23/2021,146.83
9/22/2021,145.85
9/21/2021,143.43
9/20/2021,142.94
9/19/2021,
9/18/2021,
9/17/2021,146.06
9/16/2021,148.79
9/15/2021,149.03
9/14/2021,148.12
9/13/2021,149.55
9/12/2021,
9/11/2021,
9/10/2021,148.97
9/9/2021,154.07
9/8/2021,155.11
9/7/2021,156.69
9/6/2021,
9/5/2021,
9/4/2021,
9/3/2021,154.3
9/2/2021,153.65
9/1/2021,152.51
8/31/2021,151.83
8/30/2021,153.12
8/29/2021,
8/28/2021,
8/27/2021,148.6
8/26/2021,147.54
8/25/2021,148.36
8/24/2021,149.62
8/23/2021,149.71
8/22/2021,
8/21/2021,
8/20/2021,148.19
8/19/2021,146.7
8/18/2021,146.36
8/17/2021,150.19
8/16/2021,151.12
8/15/2021,
8/14/2021,
8/13/2021,149.1
8/12/2021,148.89
8/11/2021,145.86
8/10/2021,145.6
8/9/2021,146.09
8/8/2021,
8/7/2021,
8/6/2021,146.14
8/5/2021,147.06
8/4/2021,146.95
8/3/2021,147.36
8/2/2021,145.52
8/1/2021,
7/31/2021,
7/30/2021,145.86
7/29/2021,145.64
7/28/2021,144.98
7/27/2021,146.77
7/26/2021,148.99
7/25/2021,
7/24/2021,
7/23/2021,148.56
7/22/2021,146.8
7/21/2021,145.4
7/20/2021,146.15
7/19/2021,142.45
7/18/2021,
7/17/2021,
7/16/2021,146.39
7/15/2021,148.48
7/14/2021,149.15
7/13/2021,145.64
7/12/2021,144.5
7/11/2021,
7/10/2021,
7/9/2021,145.11
7/8/2021,143.24
7/7/2021,144.57
7/6/2021,142.02
7/5/2021,
7/4/2021,
7/3/2021,
7/2/2021,139.96
7/1/2021,137.27
6/30/2021,136.96
6/29/2021,136.33
6/28/2021,134.78
6/27/2021,
6/26/2021,
6/25/2021,133.11
6/24/2021,133.41
6/23/2021,133.7
6/22/2021,133.98
6/21/2021,132.3
6/20/2021,
6/19/2021,
6/18/2021,130.46
6/17/2021,131.79
6/16/2021,130.15
6/15/2021,129.64
6/14/2021,130.48
6/13/2021,
6/12/2021,
6/11/2021,127.35
6/10/2021,126.11
6/9/2021,127.13
6/8/2021,126.74
6/7/2021,125.9
6/6/2021,
6/5/2021,
6/4/2021,125.89
6/3/2021,123.54
6/2/2021,125.06
6/1/2021,124.28
5/31/2021,
5/30/2021,
5/29/2021,
5/28/2021,124.61
5/27/2021,125.28
5/26/2021,126.85
5/25/2021,126.9
5/24/2021,127.1
5/23/2021,
5/22/2021,
5/21/2021,125.43
5/20/2021,127.31
5/19/2021,124.69
5/18/2021,124.85
5/17/2021,126.27
5/16/2021,
5/15/2021,
5/14/2021,127.45
5/13/2021,124.97
5/12/2021,122.77
5/11/2021,125.91
5/10/2021,126.85
5/9/2021,
5/8/2021,
5/7/2021,130.21
5/6/2021,129.74
5/5/2021,128.1
5/4/2021,127.85
5/3/2021,132.54
5/2/2021,
5/1/2021,
4/30/2021,131.46
4/29/2021,133.48
4/28/2021,133.58
4/27/2021,134.39
4/26/2021,134.72
4/25/2021,
4/24/2021,
4/23/2021,134.32
4/22/2021,131.94
4/21/2021,133.5
4/20/2021,133.11
4/19/2021,134.84
4/18/2021,
4/17/2021,
4/16/2021,134.16
4/15/2021,134.5
4/14/2021,132.03
4/13/2021,134.43
4/12/2021,131.24
4/11/2021,
4/10/2021,
4/9/2021,132.995
4/8/2021,130.36
4/7/2021,127.9
4/6/2021,126.21
4/5/2021,125.9
4/4/2021,
4/3/2021,
4/2/2021,
4/1/2021,123
3/31/2021,122.15
3/30/2021,119.9
3/29/2021,121.39
3/28/2021,
3/27/2021,
3/26/2021,121.21
3/25/2021,120.59
3/24/2021,120.09
3/23/2021,122.54
3/22/2021,123.39
3/21/2021,
3/20/2021,
3/19/2021,119.99
3/18/2021,120.53
3/17/2021,124.76
3/16/2021,125.57
3/15/2021,123.99
3/14/2021,
3/13/2021,
3/12/2021,121.03
3/11/2021,121.96
3/10/2021,119.98
3/9/2021,121.085
3/8/2021,116.36
3/7/2021,
3/6/2021,
3/5/2021,121.42
3/4/2021,120.13
3/3/2021,122.06
3/2/2021,125.12
3/1/2021,127.79
2/28/2021,
2/27/2021,
2/26/2021,121.26
2/25/2021,120.99
2/24/2021,125.35
2/23/2021,125.86
2/22/2021,126
2/21/2021,
2/20/2021,
2/19/2021,129.87
2/18/2021,129.71
2/17/2021,130.84
2/16/2021,133.19
2/15/2021,
2/14/2021,
2/13/2021,
2/12/2021,135.37
2/11/2021,135.13
2/10/2021,135.39
2/9/2021,136.01
2/8/2021,136.91
2/7/2021,
2/6/2021,
2/5/2021,136.76
2/4/2021,137.39
2/3/2021,133.94
2/2/2021,134.99
2/1/2021,134.14
1/31/2021,
1/30/2021,
1/29/2021,131.96
1/28/2021,137.09
1/27/2021,142.06
1/26/2021,143.16
1/25/2021,142.92
1/24/2021,
1/23/2021,
1/22/2021,139.07
1/21/2021,136.87
1/20/2021,132.03
1/19/2021,127.83
1/18/2021,
1/17/2021,
1/16/2021,
1/15/2021,127.14
1/14/2021,128.91
1/13/2021,130.89
1/12/2021,128.8
1/11/2021,128.98
1/10/2021,
1/9/2021,
1/8/2021,132.05
1/7/2021,130.92
1/6/2021,126.6
1/5/2021,131.01
1/4/2021,129.41
1/3/2021,
1/2/2021,
1/1/2021,
12/31/2020,132.69
12/30/2020,133.72
12/29/2020,134.87
12/28/2020,136.69
12/27/2020,
12/26/2020,
12/25/2020,
12/24/2020,131.97
12/23/2020,130.96
12/22/2020,131.88
12/21/2020,128.23
12/20/2020,
12/19/2020,
12/18/2020,126.655
12/17/2020,128.7
12/16/2020,127.81
12/15/2020,127.88
12/14/2020,121.78
12/13/2020,
12/12/2020,
12/11/2020,122.41
12/10/2020,123.24
12/9/2020,121.78
12/8/2020,124.38
12/7/2020,123.75
12/6/2020,
12/5/2020,
12/4/2020,122.25
12/3/2020,122.94
12/2/2020,123.08
12/1/2020,122.72
11/30/2020,119.05
11/29/2020,
11/28/2020,
11/27/2020,116.59
11/26/2020,
11/25/2020,116.03
11/24/2020,115.17
11/23/2020,113.85
11/22/2020,
11/21/2020,
11/20/2020,117.34
11/19/2020,118.64
11/18/2020,118.03
11/17/2020,119.39
11/16/2020,120.3
11/15/2020,
11/14/2020,
11/13/2020,119.26
11/12/2020,119.21
11/11/2020,119.49
11/10/2020,115.97
11/9/2020,116.32
11/8/2020,
11/7/2020,
11/6/2020,118.69
11/5/2020,119.03
11/4/2020,114.95
11/3/2020,110.44
11/2/2020,108.77
11/1/2020,
10/31/2020,
10/30/2020,108.86
10/29/2020,115.32
10/28/2020,111.2
10/27/2020,116.6
10/26/2020,115.05
10/25/2020,
10/24/2020,
10/23/2020,115.04
10/22/2020,115.75
10/21/2020,116.87
10/20/2020,117.51
10/19/2020,115.98
10/18/2020,
10/17/2020,
10/16/2020,119.02
10/15/2020,120.71
10/14/2020,121.19
10/13/2020,121.1
10/12/2020,124.4
10/11/2020,
10/10/2020,
10/9/2020,116.97
10/8/2020,114.97
10/7/2020,115.08
10/6/2020,113.16
10/5/2020,116.5
10/4/2020,
10/3/2020,
10/2/2020,113.02
10/1/2020,116.79
9/30/2020,115.81
9/29/2020,114.09
9/28/2020,114.96
9/27/2020,
9/26/2020,
9/25/2020,112.28
9/24/2020,108.22
9/23/2020,107.12
9/22/2020,111.81
9/21/2020,110.08
9/20/2020,
9/19/2020,
9/18/2020,106.84
9/17/2020,110.34
9/16/2020,112.13
9/15/2020,115.54
9/14/2020,115.355
9/13/2020,
9/12/2020,
9/11/2020,112
9/10/2020,113.49
9/9/2020,117.32
9/8/2020,112.82
9/7/2020,
9/6/2020,
9/5/2020,
9/4/2020,120.96
9/3/2020,120.88
9/2/2020,131.4
9/1/2020,134.18
8/31/2020,129.04
8/30/2020,
8/29/2020,
8/28/2020,124.8075
8/27/2020,125.01
8/26/2020,126.5225
8/25/2020,124.825
8/24/2020,125.8575
8/23/2020,
8/22/2020,
8/21/2020,124.37
8/20/2020,118.275
8/19/2020,115.7075
8/18/2020,115.5625
8/17/2020,114.6075
8/16/2020,
8/15/2020,
8/14/2020,114.9075
8/13/2020,115.01
8/12/2020,113.01
8/11/2020,109.375
8/10/2020,112.7275
8/9/2020,
8/8/2020,
8/7/2020,111.1125
8/6/2020,113.9025
8/5/2020,110.0625
8/4/2020,109.665
8/3/2020,108.9375
8/2/2020,
8/1/2020,
7/31/2020,106.26
7/30/2020,96.19
7/29/2020,95.04
7/28/2020,93.2525
7/27/2020,94.81
7/26/2020,
7/25/2020,
7/24/2020,92.615
7/23/2020,92.845
7/22/2020,97.2725
7/21/2020,97
7/20/2020,98.3575
7/19/2020,
7/18/2020,
7/17/2020,96.3275
7/16/2020,96.5225
7/15/2020,97.725
7/14/2020,97.0575
7/13/2020,95.4775
7/12/2020,
7/11/2020,
7/10/2020,95.92
7/9/2020,95.6825
7/8/2020,95.3425
7/7/2020,93.1725
7/6/2020,93.4625
7/5/2020,
7/4/2020,
7/3/2020,
7/2/2020,91.0275
7/1/2020,91.0275
6/30/2020,91.2
6/29/2020,90.445
6/28/2020,
6/27/2020,
6/26/2020,88.4075
6/25/2020,91.21
6/24/2020,90.015
6/23/2020,91.6325
6/22/2020,89.7175
6/21/2020,
6/20/2020,
6/19/2020,87.43
6/18/2020,87.9325
6/17/2020,87.8975
6/16/2020,88.02
6/15/2020,85.7475
6/14/2020,
6/13/2020,
6/12/2020,84.7
6/11/2020,83.975
6/10/2020,88.21
6/9/2020,85.9975
6/8/2020,83.365
6/7/2020,
6/6/2020,
